stock_code,stock_name,report_year,report_quarter,declare_date,act_np,con_np,excess_rate
300004,南风股份,2016,1,2016-04-08,19455.6364,18113.251,0.0741
300004,南风股份,2016,2,2016-08-20,11437.2244,12459.15,-0.082
300004,南风股份,2016,3,2016-10-25,11216.6667,14013.8333,-0.1996
300004,南风股份,2016,4,2017-02-24,9447.7457,9000.0,0.0497
300004,南风股份,2017,2,2017-04-21,16838.8235,12570.0,0.3396
300004,南风股份,2017,3,2017-10-28,18926.6667,12580.0,0.5045
300004,南风股份,2017,4,2018-01-30,3245.0,22100.0,-0.8532
300004,南风股份,2018,4,2019-04-26,-103108.7455,-108576.239,0.0504
300004,南风股份,2019,4,2020-04-29,1728.2109,1583.0683,0.0917
300005,探路者,2016,1,2016-04-08,28037.7742,30914.9278,-0.0931
300005,探路者,2016,2,2016-08-20,21174.4587,23043.2017,-0.0811
300005,探路者,2016,3,2016-10-26,19999.5731,21529.0526,-0.071
300005,探路者,2016,4,2017-01-17,20209.8,20583.2402,-0.0181
300005,探路者,2017,1,2017-04-27,21258.3465,27481.562,-0.2265
300005,探路者,2017,2,2017-07-14,16636.1321,20017.6417,-0.1689
300005,探路者,2017,4,2018-01-26,-8400.0,13900.0,-1.6043
300005,探路者,2018,1,2018-04-25,8300.0,14800.0,-0.4392
300005,探路者,2018,2,2018-08-15,6200.0,9300.0,-0.3333
300005,探路者,2018,4,2019-01-30,-18000.0,6200.0,-3.9032
300005,探路者,2019,1,2019-04-26,11990.7338,12734.7045,-0.0584
300005,探路者,2019,2,2019-08-27,13128.5714,12019.8182,0.0922
300005,探路者,2019,4,2020-01-15,11600.0,13100.0,-0.1145
300006,莱美药业,2016,1,2016-04-09,12607.7101,11253.5553,0.1203
300006,莱美药业,2016,2,2016-04-23,11104.4062,13040.9435,-0.1485
300006,莱美药业,2016,3,2016-07-30,11484.0,12995.8593,-0.1163
300006,莱美药业,2016,4,2017-01-27,6500.0,8404.3333,-0.2266
300006,莱美药业,2017,4,2018-04-21,5556.1455,6522.4514,-0.1482
300006,莱美药业,2018,4,2019-04-25,9800.3317,11399.2317,-0.1403
300007,汉威电子,2016,1,2016-03-30,13033.3333,15800.0,-0.1751
300007,汉威电子,2016,2,2016-08-27,13379.8426,14118.8564,-0.0523
300007,汉威电子,2016,3,2016-10-28,11169.0349,12735.986,-0.123
300007,汉威电子,2016,4,2017-01-24,7864.65,11380.2281,-0.3089
300007,汉威科技,2017,3,2017-10-30,13907.5,15270.2857,-0.0892
300007,汉威科技,2017,4,2018-01-17,12688.13,13443.3333,-0.0562
300007,汉威科技,2018,2,2018-08-28,12300.0,15100.0,-0.1854
300007,汉威科技,2018,3,2018-10-29,13280.0,12300.0,0.0797
300007,汉威科技,2018,4,2019-01-30,7722.46,14100.0,-0.4523
300007,汉威科技,2019,2,2019-08-08,13750.0,14548.8,-0.0549
300007,汉威科技,2019,4,2020-01-23,-11800.0,14600.0,-1.8082
300008,天海防务,2016,1,2016-03-26,16590.0645,15563.0871,0.066
300008,天海防务,2016,4,2017-01-21,16106.0,20902.3333,-0.2295
300008,天海防务,2017,1,2017-03-29,21950.6,31488.5309,-0.3029
300008,天海防务,2017,4,2018-02-28,18060.9773,17701.6,0.0203
300008,天海防务,2018,4,2019-04-24,-187841.1487,-174466.5818,-0.0767
300009,安科生物,2016,1,2016-03-03,21461.6353,22663.2208,-0.053
300009,安科生物,2016,4,2017-02-28,19676.669,20194.2075,-0.0256
300009,安科生物,2017,4,2018-02-28,27604.1085,27948.0888,-0.0123
300009,安科生物,2018,4,2019-01-31,32000.0,35649.1481,-0.1024
300009,安科生物,2019,4,2020-01-21,17000.0,35157.0863,-0.5165
300010,立思辰,2016,3,2016-10-29,28074.2039,31273.7389,-0.1023
300010,立思辰,2016,4,2017-01-07,27200.0,27175.0555,0.0009
300010,立思辰,2017,2,2017-07-11,38417.2441,40468.3604,-0.0507
300010,立思辰,2017,4,2018-01-30,30834.0,39054.512,-0.2105
300010,立思辰,2018,1,2018-04-09,30260.0,34050.0,-0.1113
300010,立思辰,2018,3,2018-10-29,17946.6667,16756.0,0.0711
300010,立思辰,2018,4,2019-01-30,-125000.0,18395.0788,-7.7953
300010,立思辰,2019,2,2019-07-12,26762.0794,31180.7496,-0.1417
300010,立思辰,2019,4,2020-01-20,3800.0,22687.2945,-0.8325
300011,鼎汉技术,2016,2,2016-08-26,30155.1613,35967.2233,-0.1616
300011,鼎汉技术,2016,3,2016-10-20,19456.3855,25704.2863,-0.2431
300011,鼎汉技术,2016,4,2017-01-26,15870.0,17622.9408,-0.0995
300011,鼎汉技术,2017,1,2017-04-07,31800.2807,30523.8353,0.0418
300011,鼎汉技术,2017,2,2017-07-14,25816.9459,28281.2532,-0.0871
300011,鼎汉技术,2017,3,2017-10-30,14685.8245,17722.998,-0.1714
300011,鼎汉技术,2017,4,2018-01-31,10036.0,10203.3507,-0.0164
300011,鼎汉技术,2018,1,2018-04-27,26600.0,24266.2,0.0962
300011,鼎汉技术,2018,2,2018-08-08,18175.0,26600.0,-0.3167
300011,鼎汉技术,2018,3,2018-10-30,14469.939,17891.9024,-0.1913
300011,鼎汉技术,2018,4,2019-01-31,-57144.97,11100.0,-6.1482
300011,鼎汉技术,2019,1,2019-04-27,11007.9581,9538.9268,0.154
300011,鼎汉技术,2019,2,2019-08-30,12200.0,11166.6667,0.0925
300011,鼎汉技术,2019,3,2019-10-29,9100.0,10300.0,-0.1165
300011,鼎汉技术,2019,4,2020-01-24,4000.0,9100.0,-0.5604
300012,华测检测,2016,4,2017-01-27,12640.23,23128.8467,-0.4535
300012,华测检测,2017,1,2017-04-08,26040.5175,28467.5292,-0.0853
300012,华测检测,2017,4,2018-01-30,15230.68,23076.4418,-0.34
300012,华测检测,2018,1,2018-04-10,25349.1333,21230.4286,0.194
300012,华测检测,2018,4,2019-02-28,26610.9721,25710.0963,0.035
300012,华测检测,2019,1,2019-04-29,38016.8474,36242.5,0.049
300012,华测检测,2019,2,2019-07-09,39133.2603,37435.6176,0.0453
300012,华测检测,2019,3,2019-10-15,44338.7765,40053.8444,0.107
300012,华测检测,2019,4,2020-02-28,47375.8615,47037.0428,0.0072
300013,新宁物流,2016,2,2016-08-20,4993.8462,8024.0,-0.3776
300013,新宁物流,2016,3,2016-10-28,4432.0,4820.0,-0.0805
300013,新宁物流,2016,4,2017-01-26,6600.0,5098.0,0.2946
300013,新宁物流,2017,3,2017-10-27,14759.6667,7237.0,1.0395
300013,新宁物流,2017,4,2018-02-28,14561.3002,15700.0,-0.0725
300013,新宁物流,2018,4,2019-04-25,6458.3671,5525.9081,0.1687
300013,新宁物流,2019,4,2020-04-29,-58207.2056,-52049.4686,-0.1183
300014,亿纬锂能,2017,1,2017-02-28,42826.4402,45949.8753,-0.068
300014,亿纬锂能,2017,2,2017-08-01,46209.4853,43896.6597,0.0527
300014,亿纬锂能,2017,4,2018-01-15,42808.58,45605.3641,-0.0613
300014,亿纬锂能,2018,2,2018-07-31,49033.2146,54600.5918,-0.102
300014,亿纬锂能,2018,3,2018-10-29,51012.878,48414.6361,0.0537
300014,亿纬锂能,2018,4,2018-11-26,53647.52,51203.4777,0.0477
300014,亿纬锂能,2019,1,2019-04-02,85242.5624,77094.5706,0.1057
300014,亿纬锂能,2019,2,2019-08-16,113672.147,97059.9397,0.1712
300014,亿纬锂能,2019,3,2019-09-02,121639.2232,114601.7457,0.0614
300014,亿纬锂能,2019,4,2020-02-28,151475.43,161124.4892,-0.0599
300015,爱尔眼科,2016,4,2017-02-27,55773.4736,57007.8177,-0.0217
300015,爱尔眼科,2017,4,2018-02-27,73970.0827,75524.8984,-0.0206
300015,爱尔眼科,2018,4,2019-02-27,100850.3287,101167.797,-0.0031
300015,爱尔眼科,2019,4,2020-02-28,138142.6845,136352.5733,0.0131
300016,北陆药业,2016,4,2017-01-09,1954.75,3259.9325,-0.4004
300016,北陆药业,2017,1,2017-02-28,16905.2151,20993.667,-0.1947
300016,北陆药业,2017,2,2017-08-23,11666.6667,16000.0,-0.2708
300016,北陆药业,2017,3,2017-10-24,14200.0,11666.6667,0.2171
300016,北陆药业,2017,4,2018-01-29,11793.23,12530.0,-0.0588
300016,北陆药业,2019,1,2019-04-16,18982.3203,17810.7085,0.0658
300016,北陆药业,2019,4,2020-01-20,31768.81,18900.0,0.6809
300017,网宿科技,2016,2,2016-07-14,138894.3772,130898.5162,0.0611
300017,网宿科技,2016,3,2016-10-28,133688.4049,137473.338,-0.0275
300017,网宿科技,2016,4,2017-01-14,133015.7,133656.3861,-0.0048
300017,网宿科技,2017,1,2017-03-14,166045.7244,177476.5443,-0.0644
300017,网宿科技,2017,2,2017-07-14,98757.56,118179.4167,-0.1643
300017,网宿科技,2017,3,2017-10-28,96495.4056,108661.6034,-0.112
300017,网宿科技,2017,4,2018-01-18,85000.0,87239.3897,-0.0257
300017,网宿科技,2018,2,2018-07-14,97760.9852,102416.1968,-0.0455
300017,网宿科技,2018,3,2018-10-13,93194.8969,97460.7253,-0.0438
300017,网宿科技,2018,4,2019-02-27,80268.981,85911.8423,-0.0657
300017,网宿科技,2019,2,2019-05-10,96812.2898,107676.0834,-0.1009
300017,网宿科技,2019,3,2019-10-29,86852.8675,94604.0964,-0.0819
300017,网宿科技,2019,4,2020-01-21,6000.0,87562.7923,-0.9315
300018,中元股份,2016,4,2017-02-27,10684.9273,11900.0,-0.1021
300018,中元股份,2017,1,2017-04-12,13800.0,16300.0,-0.1534
300019,硅宝科技,2016,1,2016-03-19,11127.125,13382.4,-0.1685
300019,硅宝科技,2016,4,2017-01-14,9820.0,10876.8333,-0.0972
300019,硅宝科技,2019,4,2020-01-09,12700.0,10300.0,0.233
300020,银江股份,2016,1,2016-04-19,23660.3529,25910.0,-0.0868
300020,银江股份,2016,2,2016-07-15,26231.5634,23821.0626,0.1012
300020,银江股份,2016,3,2016-10-14,31578.1818,29746.0,0.0616
300020,银江股份,2016,4,2017-01-24,21129.89,29819.3333,-0.2914
300020,银江股份,2017,1,2017-04-22,17311.7692,14253.0,0.2146
300020,银江股份,2017,3,2017-10-13,18543.2485,17580.0808,0.0548
300020,银江股份,2017,4,2018-01-30,18405.28,19673.673,-0.0645
300020,银江股份,2018,1,2018-02-07,25099.6008,23608.407,0.0632
300020,银江股份,2018,4,2019-04-19,2644.4096,2461.8988,0.0741
300020,银江股份,2019,2,2019-07-12,15200.0,16850.0,-0.0979
300020,银江股份,2019,4,2020-01-14,16000.0,22900.0,-0.3013
300021,大禹节水,2016,1,2016-04-26,11239.0,9491.0,0.1842
300021,大禹节水,2016,3,2016-10-14,9942.7824,12345.0084,-0.1946
300021,大禹节水,2016,4,2017-01-16,8594.0,9256.4286,-0.0716
300021,大禹节水,2017,1,2017-04-26,14016.3333,13112.4545,0.0689
300021,大禹节水,2017,3,2017-10-13,14621.6927,15493.2316,-0.0563
300021,大禹节水,2017,4,2018-01-30,10887.7,13509.5542,-0.1941
300021,大禹节水,2018,2,2018-08-22,27651.5,30621.0,-0.097
300021,大禹节水,2018,3,2018-10-26,21114.7692,27651.5,-0.2364
300021,大禹节水,2018,4,2019-01-30,12883.01,19800.0,-0.3493
300021,大禹节水,2019,1,2019-04-26,19231.0,21250.0,-0.095
300021,大禹节水,2019,2,2019-07-13,20148.2857,18780.5,0.0728
300021,大禹节水,2019,3,2019-10-15,18509.0,20240.5,-0.0855
300021,大禹节水,2019,4,2020-01-18,14028.11,21972.0,-0.3615
300022,吉峰农机,2016,4,2017-01-24,1649.8,7500.0,-0.78
300022,吉峰农机,2017,4,2018-04-23,-4468.4627,-3761.9834,-0.1878
300022,吉峰科技,2018,4,2019-04-27,1046.5679,1277.2318,-0.1806
300022,吉峰科技,2019,4,2020-04-27,-14291.1349,-11926.5196,-0.1983
300023,宝德股份,2016,1,2016-04-27,10539.9219,11379.8439,-0.0738
300023,宝德股份,2016,4,2017-03-10,6285.0169,6634.0224,-0.0526
300024,机器人,2016,1,2016-04-23,51155.1984,53804.3934,-0.0492
300024,机器人,2016,2,2016-08-26,47724.7836,49327.132,-0.0325
300024,机器人,2016,3,2016-10-14,46403.0476,48429.7142,-0.0418
300024,机器人,2016,4,2017-02-27,40995.4463,52563.2237,-0.2201
300024,机器人,2017,1,2017-03-10,52041.8147,59069.5966,-0.119
300024,机器人,2017,2,2017-08-15,47549.7,52012.6667,-0.0858
300024,机器人,2017,4,2018-02-27,44768.9864,49927.668,-0.1033
300024,机器人,2018,1,2018-03-23,53768.5518,66710.0459,-0.194
300024,机器人,2018,4,2019-01-31,54047.0,54205.04,-0.0029
300024,机器人,2019,1,2019-03-15,57367.5733,63150.0,-0.0916
300024,机器人,2019,2,2019-08-24,50955.7379,56258.3448,-0.0943
300024,机器人,2019,3,2019-10-26,45220.5271,49941.5814,-0.0945
300024,机器人,2019,4,2020-01-22,42688.34,44340.0,-0.0372
300025,华星创业,2016,1,2016-04-23,14266.4716,15283.6667,-0.0666
300025,华星创业,2016,3,2016-10-15,14555.4852,16602.4735,-0.1233
300025,华星创业,2016,4,2017-01-20,8000.0,9892.8546,-0.1913
300025,华星创业,2017,1,2017-04-20,12561.1082,14120.9292,-0.1105
300025,华星创业,2017,2,2017-08-26,11684.8433,12494.6768,-0.0648
300025,华星创业,2017,4,2018-01-31,-7000.0,11998.856,-1.5834
300025,华星创业,2018,4,2019-03-16,1093.443,1175.5868,-0.0699
300026,红日药业,2016,3,2016-10-25,64503.8,70763.6364,-0.0885
300026,红日药业,2016,4,2017-02-28,65809.35,64863.9323,0.0146
300026,红日药业,2017,2,2017-08-25,72055.989,77685.214,-0.0725
300026,红日药业,2017,3,2017-10-30,69713.6091,73721.3857,-0.0544
300026,红日药业,2017,4,2018-01-31,52682.58,62700.0,-0.1598
300026,红日药业,2018,1,2018-03-30,51500.0,54500.0,-0.055
300026,红日药业,2018,2,2018-07-13,66590.0,51500.0,0.293
300026,红日药业,2018,4,2019-01-15,54087.57,66590.0,-0.1878
300026,红日药业,2019,4,2020-01-22,44267.01,51900.0,-0.1471
300027,华谊兄弟,2016,1,2016-03-24,119132.1772,127247.4667,-0.0638
300027,华谊兄弟,2016,2,2016-07-13,117121.8069,122470.2203,-0.0437
300027,华谊兄弟,2016,4,2017-02-23,80831.14,91178.1391,-0.1135
300027,华谊兄弟,2017,1,2017-03-28,109064.1333,124150.0,-0.1215
300027,华谊兄弟,2017,2,2017-07-12,92821.5127,97684.8232,-0.0498
300027,华谊兄弟,2017,4,2018-02-26,82835.03,89576.5276,-0.0753
300027,华谊兄弟,2018,2,2018-08-24,78454.4411,96501.3752,-0.187
300027,华谊兄弟,2018,4,2019-01-30,-98245.29,73934.5226,-2.3288
300027,华谊兄弟,2019,2,2019-08-30,64283.986,57887.3898,0.1105
300027,华谊兄弟,2019,4,2020-01-23,-396215.71,62607.0126,-7.3286
300028,金亚科技,2016,4,2017-04-26,-2109.8308,-1415.9781,-0.49
300028,金亚科技,2017,4,2018-04-25,-18693.9461,-15884.2067,-0.1769
300028,金亚科技,2018,4,2019-04-30,-2320.6776,209.8152,-12.0606
300028,金亚科技,2019,4,2020-04-28,-3922.2921,-3635.4462,-0.0789
300029,天龙光电,2016,4,2017-04-25,-5701.0256,-4766.876,-0.196
300029,天龙光电,2017,4,2018-04-18,6702.1928,7153.7255,-0.0631
300029,天龙光电,2018,4,2019-04-18,-13588.1054,-15008.609,0.0946
300030,阳普医疗,2016,1,2016-04-26,4400.0,9517.2,-0.5377
300030,阳普医疗,2016,4,2017-01-23,3983.52,4365.96,-0.0876
300030,阳普医疗,2017,1,2017-03-30,4146.3333,4648.8,-0.1081
300030,阳普医疗,2017,4,2018-01-16,1828.64,4839.0,-0.6221
300030,阳普医疗,2018,4,2019-04-26,-13680.1364,-12588.9763,-0.0867
300031,宝通科技,2016,2,2016-08-23,19709.1183,20890.1969,-0.0565
300031,宝通科技,2016,3,2016-10-14,19200.25,20216.0,-0.0502
300031,宝通科技,2016,4,2017-01-26,15025.6,17415.1093,-0.1372
300031,宝通科技,2017,2,2017-08-29,27962.5366,29531.6667,-0.0531
300031,宝通科技,2017,4,2018-01-31,25330.63,28774.8571,-0.1197
300031,宝通科技,2018,1,2018-04-23,29383.0769,34250.0,-0.1421
300031,宝通科技,2018,4,2019-02-28,27650.855,28359.51,-0.025
300031,宝通科技,2019,4,2020-01-23,32609.59,35661.966,-0.0856
300032,金龙机电,2016,4,2017-01-26,6540.74,20351.5359,-0.6786
300032,金龙机电,2017,1,2017-04-27,13940.0,21623.1058,-0.3553
300032,金龙机电,2017,4,2018-04-20,-41856.2857,-19200.7506,-1.1799
300032,金龙机电,2019,4,2020-04-28,4700.3448,5593.5991,-0.1597
300033,同花顺,2016,1,2016-04-22,121600.0,126366.6667,-0.0377
300033,同花顺,2016,2,2016-07-15,113878.2923,117524.5067,-0.031
300033,同花顺,2016,3,2016-10-15,118702.54,112859.4778,0.0518
300033,同花顺,2017,1,2017-02-10,140824.3042,160145.0512,-0.1206
300033,同花顺,2017,2,2017-07-15,124437.512,134598.7905,-0.0755
300033,同花顺,2017,3,2017-10-13,101342.9702,107900.6533,-0.0608
300033,同花顺,2017,4,2018-01-31,84810.37,88323.3926,-0.0398
300033,同花顺,2018,2,2018-08-21,61918.8,119884.8,-0.4835
300033,同花顺,2018,3,2018-10-26,56640.8235,65361.75,-0.1334
300033,同花顺,2018,4,2019-02-26,63393.4219,56737.8571,0.1173
300033,同花顺,2019,1,2019-04-26,102759.7385,91995.8759,0.117
300033,同花顺,2019,2,2019-07-13,95137.875,111952.3,-0.1502
300033,同花顺,2019,3,2019-10-15,88080.8,92026.1429,-0.0429
300034,钢研高纳,2016,2,2016-07-11,16503.8408,15609.5098,0.0573
300034,钢研高纳,2016,3,2016-10-26,14062.5319,15368.1863,-0.085
300034,钢研高纳,2016,4,2017-01-20,10000.0,11864.1292,-0.1571
300034,钢研高纳,2017,2,2017-08-18,12570.8136,13264.9937,-0.0523
300034,钢研高纳,2017,4,2018-01-13,6000.0,7665.0,-0.2172
300034,钢研高纳,2018,1,2018-03-23,7189.0088,13501.079,-0.4675
300034,钢研高纳,2018,4,2019-01-16,9500.0,9100.0,0.044
300034,钢研高纳,2019,2,2019-08-20,17037.2343,16160.9059,0.0542
300034,钢研高纳,2019,4,2020-01-16,16000.0,18070.5873,-0.1146
300035,中科电气,2016,4,2016-10-22,2758.756,2857.1429,-0.0344
300035,中科电气,2017,1,2017-03-31,7731.3333,7344.0,0.0527
300035,中科电气,2017,2,2017-08-19,9842.1148,7370.0,0.3354
300035,中科电气,2017,4,2017-10-28,5679.2878,10360.121,-0.4518
300035,中科电气,2018,4,2019-01-30,11870.0,10600.0,0.1198
300035,中科电气,2019,4,2020-02-25,15729.7759,15800.0,-0.0044
300036,超图软件,2016,3,2016-10-28,13585.415,12897.9069,0.0533
300036,超图软件,2016,4,2017-01-26,13200.0,13653.6367,-0.0332
300036,超图软件,2017,4,2018-02-27,19642.2148,19430.0,0.0109
300036,超图软件,2018,4,2019-01-30,17663.94,27701.1742,-0.3623
300036,超图软件,2019,2,2019-08-14,20691.1709,21907.9377,-0.0555
300036,超图软件,2019,4,2020-02-26,21566.4424,20961.8364,0.0288
300037,新宙邦,2016,1,2016-03-22,21916.4286,17666.0049,0.2406
300037,新宙邦,2016,2,2016-07-11,24379.1819,22854.6159,0.0667
300037,新宙邦,2016,4,2017-01-11,25585.6219,25008.8992,0.0231
300037,新宙邦,2017,2,2017-08-08,30628.3456,33024.0602,-0.0725
300037,新宙邦,2017,4,2018-01-25,28791.7279,28535.6154,0.009
300037,新宙邦,2018,4,2019-01-14,32343.4085,31339.5414,0.032
300037,新宙邦,2019,2,2019-07-30,37346.0704,39787.4523,-0.0614
300037,新宙邦,2019,4,2020-01-20,32351.5821,35817.0804,-0.0968
300038,梅泰诺,2016,2,2016-08-27,43929.8144,52565.268,-0.1643
300038,梅泰诺,2016,3,2016-10-14,24312.7241,32502.7742,-0.252
300038,梅泰诺,2016,4,2017-01-06,12429.2,41261.5971,-0.6988
300038,梅泰诺,2017,1,2017-04-22,61023.0,64797.0,-0.0582
300038,梅泰诺,2017,3,2017-10-13,66828.5882,62807.8182,0.064
300038,梅泰诺,2017,4,2017-11-28,51890.32,60827.1429,-0.1469
300038,梅泰诺,2018,2,2018-07-05,80581.4747,93438.9495,-0.1376
300038,数知科技,2018,4,2019-02-27,71252.942,77742.0,-0.0835
300038,数知科技,2019,2,2019-08-24,88283.0,95590.0,-0.0764
300038,数知科技,2019,4,2020-01-23,76048.8,88283.0,-0.1386
300039,上海凯宝,2016,1,2016-03-30,30400.0,48353.7184,-0.3713
300039,上海凯宝,2016,4,2017-01-19,28164.85,30500.0,-0.0766
300039,上海凯宝,2017,4,2018-02-27,28590.0299,29300.0,-0.0242
300039,上海凯宝,2019,4,2020-04-27,25098.6452,26697.1862,-0.0599
300040,九洲电气,2016,1,2016-04-27,8518.0,9194.4,-0.0736
300040,九洲电气,2016,2,2016-07-14,12361.1111,11473.3333,0.0774
300040,九洲电气,2016,4,2017-01-13,13500.0,11605.7222,0.1632
300040,九洲电气,2018,4,2019-04-26,4512.2292,5017.34,-0.1007
300040,九洲电气,2019,4,2020-04-25,5032.8181,5501.66,-0.0852
300041,回天新材,2016,2,2016-07-12,11707.8547,12411.3187,-0.0567
300041,回天新材,2016,4,2017-01-19,10900.77,11781.2308,-0.0747
300041,回天新材,2017,1,2017-03-29,12185.7778,15409.0,-0.2092
300041,回天新材,2017,2,2017-07-13,12894.8571,13600.3333,-0.0519
300041,回天新材,2017,3,2017-10-27,11655.4,13050.6667,-0.1069
300041,回天新材,2017,4,2018-02-28,11036.91,11859.0,-0.0693
300041,回天新材,2018,2,2018-08-27,16997.5556,15539.0,0.0939
300041,回天新材,2018,3,2018-10-24,14744.5,16217.6667,-0.0908
300041,回天新材,2018,4,2019-01-31,13244.29,13423.0,-0.0133
300041,回天新材,2019,1,2019-03-21,15952.0,19215.0,-0.1698
300041,回天新材,2019,2,2019-08-08,14400.0,15952.0,-0.0973
300041,回天新材,2019,4,2020-01-16,17220.8,17368.3715,-0.0085
300043,星辉娱乐,2016,4,2017-02-27,45318.6282,48433.6157,-0.0643
300043,星辉娱乐,2017,1,2017-04-26,57502.834,63527.697,-0.0948
300043,星辉娱乐,2017,2,2017-08-25,55856.7778,61127.75,-0.0862
300043,星辉娱乐,2017,3,2017-10-13,53065.6842,55481.8182,-0.0435
300043,星辉娱乐,2017,4,2018-01-30,36642.22,41000.0,-0.1063
300043,星辉娱乐,2018,4,2019-01-25,27604.08,34566.0,-0.2014
300043,星辉娱乐,2019,2,2019-08-30,38440.8571,32320.9231,0.1893
300043,星辉娱乐,2019,4,2020-01-23,32000.0,38570.15,-0.1703
300044,赛为智能,2017,2,2017-07-13,20019.86,14023.1091,0.4276
300044,赛为智能,2017,4,2018-01-30,19155.71,19732.0,-0.0292
300044,赛为智能,2018,1,2018-03-31,27507.0,30381.0,-0.0946
300044,赛为智能,2018,4,2019-01-31,19101.63,27535.0,-0.3063
300044,赛为智能,2019,4,2020-02-29,-52508.5,-49582.0,-0.059
300045,华力创通,2016,1,2016-04-27,6071.91,7518.6092,-0.1924
300045,华力创通,2016,2,2016-07-14,7096.0,7532.625,-0.058
300045,华力创通,2016,4,2017-01-14,5636.0,5798.24,-0.028
300045,华力创通,2017,1,2017-03-25,9169.85,10235.6,-0.1041
300045,华力创通,2017,4,2018-02-28,8525.8555,9188.2309,-0.0721
300045,华力创通,2018,1,2018-04-09,16486.7314,15552.3152,0.0601
300045,华力创通,2018,2,2018-07-14,13057.9756,15112.7609,-0.136
300045,华力创通,2018,4,2019-02-27,12007.5796,12491.4286,-0.0387
300045,华力创通,2019,2,2019-08-17,15429.7488,16339.9593,-0.0557
300045,华力创通,2019,3,2019-10-26,12973.9533,15758.8365,-0.1767
300045,华力创通,2019,4,2020-01-24,-14000.0,11100.0,-2.2613
300046,台基股份,2017,4,2018-01-30,5950.0,6961.92,-0.1454
300046,台基股份,2019,1,2019-04-25,12138.4,12850.0,-0.0554
300046,台基股份,2019,4,2020-01-17,-21050.0,11905.0,-2.7682
300047,天源迪科,2016,1,2016-03-31,12462.2435,14531.9347,-0.1424
300047,天源迪科,2016,4,2017-01-17,10720.0,9875.6522,0.0855
300047,天源迪科,2017,1,2017-04-07,16900.3605,18357.6667,-0.0794
300047,天源迪科,2017,2,2017-07-14,16363.6671,15219.1404,0.0752
300047,天源迪科,2017,4,2018-01-23,16500.0,17333.8211,-0.0481
300047,天源迪科,2018,4,2019-01-23,22300.0,22377.1333,-0.0034
300047,天源迪科,2019,3,2019-10-30,26440.5,28183.0909,-0.0618
300047,天源迪科,2019,4,2020-01-22,12932.0,26089.1429,-0.5043
300048,合康新能,2016,1,2016-04-09,16986.5514,15598.4185,0.089
300048,合康新能,2016,2,2016-07-14,18620.0789,17649.4024,0.055
300048,合康新能,2016,4,2017-02-28,17536.93,17606.6029,-0.004
300048,合康新能,2017,2,2017-07-14,20084.1529,21410.4733,-0.0619
300048,合康新能,2017,3,2017-10-14,19391.8333,22583.6667,-0.1413
300048,合康新能,2017,4,2018-01-31,8500.0,13600.0,-0.375
300049,福瑞股份,2016,1,2016-04-06,14320.0,12924.58,0.108
300049,福瑞股份,2016,2,2016-08-27,13452.0,14320.0,-0.0606
300049,福瑞股份,2016,3,2016-10-29,12670.6471,13455.25,-0.0583
300049,福瑞股份,2016,4,2017-02-24,12933.461,13329.0,-0.0297
300049,福瑞股份,2017,1,2017-04-27,15888.3206,17351.8294,-0.0843
300049,福瑞股份,2017,4,2018-01-30,10289.07,15783.186,-0.3481
300049,福瑞股份,2018,3,2018-10-30,12100.443,15500.0,-0.2193
300049,福瑞股份,2018,4,2019-01-31,6468.0,12100.443,-0.4655
300050,世纪鼎利,2016,1,2016-04-01,15341.4,16208.6184,-0.0535
300050,世纪鼎利,2016,2,2016-07-15,14567.1631,15356.1429,-0.0514
300050,世纪鼎利,2016,4,2017-01-19,13732.0,15243.6,-0.0992
300050,世纪鼎利,2017,1,2017-03-07,18914.6785,17194.0,0.1001
300050,世纪鼎利,2017,3,2017-10-30,20657.268,18778.5948,0.1
300050,世纪鼎利,2017,4,2018-01-17,19190.0,20274.0,-0.0535
300050,世纪鼎利,2018,1,2018-04-25,21922.0,23680.6667,-0.0743
300050,世纪鼎利,2018,4,2019-04-25,5669.3357,5355.8747,0.0585
300051,三五互联,2016,1,2016-04-09,9900.0,12000.0,-0.175
300051,三五互联,2017,4,2018-04-18,6732.5969,7229.99,-0.0688
300052,中青宝,2016,1,2016-04-27,4817.5867,5227.752,-0.0785
300052,中青宝,2016,2,2016-07-15,4176.6176,2766.76,0.5096
300052,中青宝,2016,4,2017-01-26,-4800.0,4176.6176,-2.1493
300052,中青宝,2019,4,2020-03-27,5172.3043,4523.7187,0.1434
300053,欧比特,2016,1,2016-04-26,9540.8002,9061.0,0.053
300053,欧比特,2016,2,2016-08-26,9700.0,10811.7287,-0.1028
300053,欧比特,2016,3,2016-10-15,7116.6667,7600.0,-0.0636
300053,欧比特,2016,4,2017-02-28,8204.18,7600.0,0.0795
300053,欧比特,2017,2,2017-08-29,14832.0,13595.2,0.091
300053,欧比特,2017,4,2018-02-28,13084.59,13600.0,-0.0379
300053,欧比特,2018,1,2018-04-27,17463.7166,18700.0,-0.0661
300053,欧比特,2018,2,2018-08-30,17316.6667,18608.2729,-0.0694
300053,欧比特,2018,4,2019-01-31,13900.51,17203.9091,-0.192
300053,欧比特,2019,1,2019-04-30,16787.021,17923.4294,-0.0634
300053,欧比特,2019,2,2019-07-15,18268.0907,19902.4828,-0.0821
300053,欧比特,2019,3,2019-10-15,17986.5,19157.3812,-0.0611
300053,欧比特,2019,4,2020-01-24,-21930.0,21900.0,-2.0014
