stock_code,stock_name,report_year,report_quarter,declare_date,act_np,con_np,excess_rate
2462,嘉事堂,2016,4,2017-01-14,22253.51,23044.4444,-0.0343
2462,嘉事堂,2017,2,2017-08-10,29284.765,32515.9338,-0.0994
2462,嘉事堂,2017,4,2017-10-23,29002.95,29179.0,-0.006
2462,嘉事堂,2018,1,2018-04-27,33265.2632,36242.3333,-0.0821
2462,嘉事堂,2019,3,2019-10-17,43900.0,41000.0,0.0707
2462,嘉事堂,2019,4,2020-02-28,36883.721,43900.0,-0.1598
2463,沪电股份,2016,2,2016-08-23,19139.2308,20502.5,-0.0665
2463,沪电股份,2016,4,2016-10-25,9000.0,17643.4286,-0.4899
2463,沪电股份,2017,1,2017-04-22,28680.0,21846.0,0.3128
2463,沪电股份,2017,2,2017-08-22,22580.9684,28617.3474,-0.2109
2463,沪电股份,2017,4,2017-10-27,23000.0,23546.0,-0.0232
2463,沪电股份,2018,2,2018-08-24,47242.7572,32763.7188,0.4419
2463,沪电股份,2018,3,2018-10-20,54566.0843,48402.0237,0.1274
2463,沪电股份,2018,4,2019-02-26,57164.0085,58978.3938,-0.0308
2463,沪电股份,2019,2,2019-06-27,81197.2792,73160.9558,0.1098
2463,沪电股份,2019,4,2019-12-17,115000.0,112663.4624,0.0207
2464,金利科技,2016,4,2016-10-24,20100.0,33714.2857,-0.4038
2464,金利科技,2017,1,2017-03-31,59310.0,42200.0,0.4055
2464,金利科技,2017,2,2017-08-23,28875.0,43451.0,-0.3355
2464,众应互联,2017,4,2017-10-26,19000.0,32519.0,-0.4157
2465,海格通信,2016,1,2016-04-27,76346.6724,69745.3249,0.0946
2465,海格通信,2016,3,2016-10-26,73541.3284,80416.9909,-0.0855
2465,海格通信,2016,4,2017-02-25,53205.2623,69202.1852,-0.2312
2465,海格通信,2017,1,2017-04-28,71602.3913,77095.1444,-0.0712
2465,海格通信,2017,2,2017-08-28,65878.7824,69605.1098,-0.0535
2465,海格通信,2017,3,2017-10-27,52445.1794,66819.7309,-0.2151
2465,海格通信,2017,4,2018-02-27,29390.4463,39264.2191,-0.2515
2465,海格通信,2018,3,2018-10-25,43954.9335,49526.4862,-0.1125
2465,海格通信,2018,4,2019-02-27,42951.1853,41145.6572,0.0439
2465,海格通信,2019,4,2020-02-21,51924.5643,57823.1497,-0.102
2466,天齐锂业,2016,1,2016-03-26,166571.2793,159061.4774,0.0472
2466,天齐锂业,2016,2,2016-08-23,169252.2404,160126.8972,0.057
2466,天齐锂业,2016,4,2017-02-24,156722.6505,166556.0563,-0.059
2466,天齐锂业,2017,1,2017-03-28,189882.8534,181524.9743,0.046
2466,天齐锂业,2017,2,2017-08-18,210125.895,215609.9622,-0.0254
2466,天齐锂业,2017,3,2017-10-27,215811.1652,203182.4057,0.0622
2466,天齐锂业,2017,4,2018-02-28,215242.7795,221855.7571,-0.0298
2466,天齐锂业,2018,1,2018-03-24,281274.9153,270035.5159,0.0416
2466,天齐锂业,2018,2,2018-08-30,234513.7089,274880.2844,-0.1469
2466,天齐锂业,2018,3,2018-10-24,214557.1581,237928.7477,-0.0982
2466,天齐锂业,2018,4,2019-02-28,220994.0618,215147.9197,0.0272
2466,天齐锂业,2019,1,2019-03-29,159772.9033,190331.017,-0.1606
2466,天齐锂业,2019,2,2019-08-02,90326.8472,118404.4332,-0.2371
2466,天齐锂业,2019,3,2019-10-15,81714.6399,87645.7155,-0.0677
2466,天齐锂业,2019,4,2020-02-03,-260000.0,29070.6092,-9.9437
2467,二六三,2016,1,2016-04-28,15797.4696,14979.0729,0.0546
2467,二六三,2016,4,2016-10-25,-37413.0,15477.96,-3.4172
2467,二六三,2017,4,2018-04-18,3098.6896,3839.1576,-0.1929
2467,二六三,2019,4,2020-02-28,17436.5845,16766.5259,0.04
2468,申通快递,2016,1,2016-04-20,109107.6353,97703.1429,0.1167
2468,申通快递,2016,2,2016-08-24,99006.7849,107768.2353,-0.0813
2468,申通快递,2016,4,2016-10-21,483.34,104604.5414,-0.9954
2468,申通快递,2017,2,2017-08-21,160071.7438,154458.7771,0.0363
2468,申通快递,2017,4,2018-02-28,159400.0,159240.8743,0.001
2468,申通快递,2018,1,2018-04-28,187572.7703,196493.4038,-0.0454
2468,申通快递,2018,2,2018-08-24,193894.0,185311.8557,0.0463
2468,申通快递,2018,3,2018-10-25,210577.3684,197256.0435,0.0675
2468,申通快递,2018,4,2019-02-27,204500.0,212613.8937,-0.0382
2468,申通快递,2019,1,2019-04-30,216606.7248,229382.9234,-0.0557
2468,申通快递,2019,2,2019-08-29,190138.3827,211207.0698,-0.0998
2468,申通快递,2019,3,2019-10-31,170944.8827,188660.4921,-0.0939
2468,申通快递,2019,4,2020-02-27,143300.0,169700.3546,-0.1556
2469,三维工程,2016,2,2016-04-20,14334.0,17580.0,-0.1846
2469,三维工程,2016,3,2016-07-26,9648.2,16241.0,-0.4059
2469,三维工程,2016,4,2017-01-26,1886.26,4930.0,-0.6174
2469,三维工程,2019,4,2020-02-25,7691.3498,7548.943,0.0189
2470,金正大,2016,1,2016-03-29,141797.3662,150790.3282,-0.0596
2470,金正大,2016,3,2016-10-26,121136.125,139386.0142,-0.1309
2470,金正大,2016,4,2017-02-28,100478.2368,112285.0371,-0.1052
2470,金正大,2017,1,2017-04-27,132247.1201,123169.2979,0.0737
2470,金正大,2017,2,2017-08-22,125842.3858,117490.8696,0.0711
2470,金正大,2017,3,2017-10-30,107922.1421,125358.2534,-0.1391
2470,金正大,2017,4,2018-02-28,72485.2705,101251.4995,-0.2841
2470,金正大,2018,1,2018-04-14,126425.1,133136.2667,-0.0504
2470,金正大,2018,2,2018-08-23,106202.5641,116475.0,-0.0882
2470,金正大,2018,3,2018-10-30,93975.5,105280.8,-0.1074
2470,金正大,2018,4,2019-01-31,78704.93,88737.2147,-0.1131
2470,金正大,2019,2,2019-08-28,58400.0,78600.0,-0.257
2470,金正大,2019,4,2020-02-29,23616.804,58400.0,-0.5956
2471,中超控股,2019,4,2020-03-31,-46288.2995,-42862.7699,-0.0799
2472,双环传动,2016,1,2016-04-15,17383.0,16412.8,0.0591
2472,双环传动,2016,4,2017-02-28,18966.8337,18272.088,0.038
2472,双环传动,2017,1,2017-04-27,25091.4475,23606.9218,0.0629
2472,双环传动,2017,4,2018-02-28,24631.0378,24919.9897,-0.0116
2472,双环传动,2018,1,2018-04-25,31886.7827,33572.1111,-0.0502
2472,双环传动,2018,3,2018-10-25,27867.2768,30416.8711,-0.0838
2472,双环传动,2018,4,2019-02-28,19576.4133,29681.0,-0.3404
2472,双环传动,2019,1,2019-04-27,21978.5,32851.0,-0.331
2472,双环传动,2019,4,2019-10-30,13664.15,21969.547,-0.378
2473,*ST圣莱,2016,4,2016-10-29,-2696.54,5178.0,-1.5208
2473,*ST圣莱,2017,4,2018-04-25,-5689.8346,-5306.0453,-0.0723
2474,榕基软件,2016,4,2017-02-28,2415.3771,2400.0,0.0064
2474,榕基软件,2017,4,2018-04-04,3276.3225,3011.2405,0.088
2474,榕基软件,2018,4,2019-02-28,3301.4315,4000.0,-0.1746
2475,立讯精密,2016,2,2016-07-09,136339.2308,152141.1765,-0.1039
2475,立讯精密,2016,4,2016-10-20,124028.48,124828.6026,-0.0064
2475,立讯精密,2017,1,2017-04-26,187192.402,198582.2787,-0.0574
2475,立讯精密,2017,2,2017-08-25,187983.5645,192684.1551,-0.0244
2475,立讯精密,2017,3,2017-10-21,180806.5758,189526.3704,-0.046
2475,立讯精密,2017,4,2018-02-28,169738.9415,178114.7961,-0.047
2475,立讯精密,2018,1,2018-04-25,256612.9422,265429.7139,-0.0332
2475,立讯精密,2018,2,2018-08-24,239893.6634,246065.2246,-0.0251
2475,立讯精密,2018,3,2018-10-09,247002.676,238171.2693,0.0371
2475,立讯精密,2018,4,2019-01-10,262038.06,253999.3103,0.0316
2475,立讯精密,2019,1,2019-03-29,377980.9653,363477.9448,0.0399
2475,立讯精密,2019,2,2019-08-21,386840.3157,379043.6142,0.0206
2475,立讯精密,2019,3,2019-10-22,415928.6793,394481.1917,0.0544
2475,立讯精密,2019,4,2020-02-28,472100.6298,407524.5504,0.1585
2476,宝莫股份,2016,4,2017-04-11,1482.9672,1355.8311,0.0938
2476,宝莫股份,2017,4,2018-04-23,827.0362,907.1685,-0.0883
2477,雏鹰农牧,2016,1,2016-03-30,95814.0,101257.2105,-0.0538
2477,雏鹰农牧,2016,2,2016-07-15,120029.4789,113074.5657,0.0615
2477,雏鹰农牧,2016,4,2016-10-26,100000.0,132245.3333,-0.2438
2477,雏鹰农牧,2017,2,2017-08-12,92023.2665,104457.033,-0.119
2477,雏鹰农牧,2017,4,2017-10-26,112000.0,112663.1667,-0.0059
2477,雏鹰农牧,2018,4,2019-04-25,-386399.5209,-304073.3116,-0.2707
2478,常宝股份,2016,2,2016-08-26,10440.0,20660.0,-0.4947
2478,常宝股份,2016,3,2016-10-26,12271.2,10330.0,0.1879
2478,常宝股份,2016,4,2017-02-24,10959.303,11301.8,-0.0303
2478,常宝股份,2018,4,2019-02-27,48461.6929,50725.901,-0.0446
2478,常宝股份,2019,1,2019-03-29,60781.4324,44900.0,0.3537
2478,常宝股份,2019,2,2019-08-29,66795.6,62998.4615,0.0603
2478,常宝股份,2019,3,2019-10-23,67327.9828,61493.4572,0.0949
2478,常宝股份,2019,4,2020-04-29,60115.6011,65969.8773,-0.0887
2479,富春环保,2016,2,2016-08-22,28630.0,25813.0,0.1091
2479,富春环保,2016,4,2016-10-24,25394.89,29085.5,-0.1269
2479,富春环保,2017,2,2017-04-18,42588.9143,44613.1893,-0.0454
2479,富春环保,2017,4,2017-10-23,39188.48,41592.75,-0.0578
2479,富春环保,2019,4,2020-02-28,32355.5821,30700.0,0.0539
2480,新筑股份,2016,4,2016-10-25,1000.0,104.0,8.6154
2480,新筑股份,2017,1,2017-03-31,11610.7692,6716.0,0.7288
2480,新筑股份,2017,2,2017-08-25,5930.5183,6718.1813,-0.1172
2480,新筑股份,2017,3,2017-10-30,4220.8333,5341.6667,-0.2098
2480,新筑股份,2017,4,2018-01-31,2000.0,3300.0,-0.3939
2480,新筑股份,2018,1,2018-03-30,6356.8,13900.0,-0.5427
2480,新筑股份,2018,2,2018-08-23,6719.035,4998.5525,0.3442
2480,新筑股份,2018,4,2018-10-26,1800.0,5572.0467,-0.677
2481,双塔食品,2016,1,2016-04-26,31067.8032,34534.0211,-0.1004
2481,双塔食品,2016,3,2016-08-25,18780.4105,24823.9556,-0.2435
2481,双塔食品,2016,4,2017-02-28,6405.8765,11692.1891,-0.4521
2481,双塔食品,2017,1,2017-04-01,21371.9733,19898.168,0.0741
2481,双塔食品,2017,4,2017-10-20,8538.81,26289.0,-0.6752
2481,双塔食品,2018,4,2018-10-18,6641.86,21415.0,-0.6899
2481,双塔食品,2019,4,2020-02-29,19973.7391,21643.0,-0.0771
2482,广田集团,2016,1,2016-04-23,37222.6704,42566.6116,-0.1255
2482,广田集团,2016,2,2016-08-26,32908.0,34643.9057,-0.0501
2482,广田集团,2016,3,2016-10-27,37578.3158,33023.3344,0.1379
2482,广田集团,2016,4,2017-02-28,40543.96,35218.0006,0.1512
2482,广田集团,2017,1,2017-04-22,52155.4231,50026.375,0.0426
2482,广田集团,2017,2,2017-08-18,54217.7143,56602.0,-0.0421
2482,广田集团,2017,4,2018-02-28,62341.39,55809.037,0.117
2482,广田集团,2018,3,2018-10-24,68545.8814,80567.8464,-0.1492
2482,广田集团,2018,4,2019-01-31,54970.15,72826.435,-0.2452
2482,广田集团,2019,1,2019-04-26,47505.4444,57700.0,-0.1767
2482,广田集团,2019,2,2019-08-28,31216.2857,58900.0,-0.47
2482,广田集团,2019,3,2019-10-30,33552.8889,36725.75,-0.0864
2482,广田集团,2019,4,2020-03-14,28465.36,27671.034,0.0287
2483,润邦股份,2016,3,2016-08-11,11965.2,9007.0,0.3284
2483,润邦股份,2016,4,2017-02-28,9092.8252,9850.0,-0.0769
2483,润邦股份,2017,4,2017-10-24,10479.5,13300.0,-0.2121
2483,润邦股份,2018,2,2018-08-21,12006.0,14790.0,-0.1882
2483,润邦股份,2018,4,2018-10-30,10634.25,12006.0,-0.1143
2483,润邦股份,2019,4,2020-01-17,15714.55,16135.3333,-0.0261
2484,江海股份,2016,1,2016-04-28,15175.3111,16142.5,-0.0599
2484,江海股份,2016,4,2017-02-28,14925.0813,16224.0,-0.0801
2484,江海股份,2017,2,2017-08-30,21230.0,19530.0,0.087
2484,江海股份,2017,4,2018-02-28,18746.5502,21194.041,-0.1155
2484,江海股份,2018,4,2019-02-28,24899.9424,22824.352,0.0909
2484,江海股份,2019,2,2019-08-28,29568.0,27860.0,0.0613
2484,江海股份,2019,4,2020-02-28,23691.5057,31137.0,-0.2391
2485,希努尔,2016,3,2016-08-20,3000.0,3158.0,-0.05
2485,希努尔,2016,4,2016-10-27,1581.03,3000.0,-0.473
2485,希努尔,2017,4,2018-01-16,2501.98,500.0,4.004
2485,希努尔,2018,4,2019-02-28,12539.26,11900.0,0.0537
2485,希努尔,2019,4,2020-04-15,9350.07,14000.0,-0.3321
2486,嘉麟杰,2016,1,2016-04-25,919.0,1448.0,-0.3653
2486,嘉麟杰,2016,2,2016-08-25,-12100.0,390.0,-32.0256
2486,嘉麟杰,2016,4,2016-10-25,-3000.0,-11648.0,0.7424
2488,金固股份,2016,1,2016-04-25,7911.2152,9583.7804,-0.1745
2488,金固股份,2016,3,2016-08-22,4809.3837,6195.014,-0.2237
2488,金固股份,2016,4,2016-10-24,-7600.0,5826.3505,-2.3044
2488,金固股份,2017,2,2017-04-29,17481.3333,18972.0,-0.0786
2488,金固股份,2017,3,2017-10-20,10249.5385,14798.0,-0.3074
2488,金固股份,2017,4,2018-02-28,5370.2271,4987.0,0.0768
2488,金固股份,2018,2,2018-08-31,28522.477,26965.431,0.0577
2488,金固股份,2018,4,2018-10-18,23000.0,27416.8578,-0.1611
2488,金固股份,2019,3,2019-10-23,15100.0,22633.5,-0.3328
2488,金固股份,2019,4,2020-01-31,3000.0,15100.0,-0.8013
2489,浙江永强,2016,3,2016-08-23,46380.0,54300.0,-0.1459
2489,浙江永强,2016,4,2016-10-29,31034.02,46380.0,-0.3309
2489,浙江永强,2019,4,2019-10-28,40000.0,28400.0,0.4085
2490,*ST墨龙,2016,4,2016-10-27,1200.0,1595.6968,-0.248
2491,通鼎互联,2016,1,2016-04-27,40067.1111,18200.0,1.2015
2491,通鼎互联,2016,2,2016-07-13,50910.2222,45554.4,0.1176
2491,通鼎互联,2016,4,2016-10-22,51380.81,48865.8086,0.0515
2491,通鼎互联,2017,1,2017-04-26,87809.4846,94800.3118,-0.0737
2491,通鼎互联,2017,2,2017-08-24,66968.5385,86323.3333,-0.2242
2491,通鼎互联,2017,4,2018-02-28,59350.8836,63631.0651,-0.0673
2491,通鼎互联,2018,1,2018-03-30,86645.2,79247.5738,0.0933
2491,通鼎互联,2018,2,2018-08-29,82766.0,88380.2,-0.0635
2491,通鼎互联,2018,4,2018-10-22,77354.59,83301.5294,-0.0714
2491,通鼎互联,2019,1,2019-03-30,72847.1228,68302.6535,0.0665
2491,通鼎互联,2019,3,2019-10-15,22000.0,69385.423,-0.6829
2491,通鼎互联,2019,4,2020-02-03,-200000.0,17900.0,-12.1732
2492,恒基达鑫,2016,4,2016-10-28,4880.45,30404.5,-0.8395
2492,恒基达鑫,2018,4,2019-03-30,5758.3374,5350.2854,0.0763
2493,荣盛石化,2016,1,2016-03-31,135220.4,130906.75,0.033
2493,荣盛石化,2016,2,2016-08-10,178323.7931,158800.0,0.1229
2493,荣盛石化,2016,3,2016-10-26,180693.1429,174170.2941,0.0375
2493,荣盛石化,2016,4,2017-02-28,192726.59,180971.6,0.065
2493,荣盛石化,2017,1,2017-03-31,250312.64,270699.0,-0.0753
2493,荣盛石化,2017,2,2017-08-15,236025.1818,256994.2,-0.0816
2493,荣盛石化,2017,3,2017-10-27,212135.1468,232548.5111,-0.0878
2493,荣盛石化,2017,4,2018-02-28,200189.73,216999.7143,-0.0775
2493,荣盛石化,2018,1,2018-03-28,300019.2239,315855.0698,-0.0501
2493,荣盛石化,2018,2,2018-08-18,268200.9811,287965.104,-0.0686
2493,荣盛石化,2018,3,2018-10-26,231860.8765,269689.138,-0.1403
2493,荣盛石化,2018,4,2019-01-31,170000.0,233302.2681,-0.2713
2493,荣盛石化,2019,1,2019-04-26,354524.7732,444386.5686,-0.2022
2493,荣盛石化,2019,2,2019-08-10,300925.9381,360302.7675,-0.1648
2493,荣盛石化,2019,3,2019-10-28,278120.2222,291526.8246,-0.046
2493,荣盛石化,2019,4,2020-02-29,222278.5,272164.1465,-0.1833
2494,华斯股份,2016,2,2016-08-20,2647.2968,4827.1239,-0.4516
2494,华斯股份,2016,4,2016-10-24,2168.03,2501.9433,-0.1335
2494,华斯股份,2017,1,2017-04-25,3586.3333,4300.0,-0.166
2494,华斯股份,2017,3,2017-10-23,1900.0,2313.365,-0.1787
2494,华斯股份,2017,4,2018-02-28,-7133.1019,1900.0,-4.7543
2494,华斯股份,2018,4,2019-02-26,1686.5311,2000.0,-0.1567
2494,华斯股份,2019,4,2020-02-29,1738.4315,1900.0,-0.085
2495,佳隆股份,2018,4,2019-04-27,3519.397,3790.3632,-0.0715
2496,辉丰股份,2016,2,2016-07-14,21788.8517,23125.2775,-0.0578
2496,辉丰股份,2016,4,2016-10-26,20748.4,27134.5551,-0.2354
2496,辉丰股份,2017,1,2017-03-29,36952.0,32730.4444,0.129
2496,辉丰股份,2017,2,2017-08-04,43423.4146,39465.6915,0.1003
2496,辉丰股份,2017,4,2018-02-28,42924.8552,44891.3953,-0.0438
2496,辉丰股份,2018,1,2018-03-31,55466.915,52633.5928,0.0538
2496,ST辉丰,2018,4,2018-10-24,-38000.0,54269.227,-1.7002
2496,辉丰股份,2019,4,2020-04-29,-50392.766,-35033.6379,-0.4384
2497,雅化集团,2016,4,2017-02-28,13600.526,14375.0,-0.0539
2497,雅化集团,2017,1,2017-03-31,38715.2222,47243.3333,-0.1805
2497,雅化集团,2017,2,2017-08-25,33835.8,44619.2,-0.2417
2497,雅化集团,2017,3,2017-10-26,25699.0769,34438.6,-0.2538
2497,雅化集团,2017,4,2018-02-14,23078.3619,25679.4,-0.1013
2497,雅化集团,2018,1,2018-03-30,45943.4,72021.0,-0.3621
2497,雅化集团,2018,2,2018-08-16,44817.4118,41099.2,0.0905
2497,雅化集团,2018,4,2018-10-24,30983.47,46366.6667,-0.3318
2497,雅化集团,2019,4,2020-04-10,7167.9955,6722.9592,0.0662
2498,汉缆股份,2016,4,2017-02-22,42617.3379,41409.0,0.0292
2498,汉缆股份,2017,2,2017-04-27,46707.0,50539.0,-0.0758
2498,汉缆股份,2017,4,2017-10-21,40000.0,46707.0,-0.1436
2498,汉缆股份,2018,4,2019-04-24,22137.3378,26961.7957,-0.1789
2499,科林环保,2016,4,2017-03-03,1929.7249,2078.7374,-0.0717
2499,科林环保,2017,3,2017-10-24,8392.0,9900.0,-0.1523
2499,科林环保,2017,4,2018-02-12,4912.2806,8392.0,-0.4146
2499,科林环保,2018,4,2019-04-23,-53850.8547,-30417.3744,-0.7704
2500,山西证券,2016,1,2016-04-22,128800.0,173900.0,-0.2593
2500,山西证券,2016,2,2016-07-30,71000.0,128800.0,-0.4488
2500,山西证券,2016,3,2016-10-21,63243.5611,68790.5316,-0.0806
2500,山西证券,2016,4,2017-01-25,57553.0,63916.6667,-0.0996
2500,山西证券,2017,1,2017-04-25,94583.3333,107800.0,-0.1226
2500,山西证券,2017,2,2017-07-28,62231.953,65321.302,-0.0473
2500,山西证券,2017,4,2018-02-28,41985.0,62232.06,-0.3253
2500,山西证券,2018,4,2019-02-28,21975.75,71900.0,-0.6944
2500,山西证券,2019,4,2020-01-23,52000.0,80300.0,-0.3524
2501,利源精制,2016,4,2016-10-21,55800.0,56795.0818,-0.0175
2501,利源精制,2017,2,2017-08-15,70174.3226,66033.3333,0.0627
2501,利源精制,2017,4,2017-10-30,68785.6,69066.0,-0.0041
2501,利源精制,2018,2,2018-08-01,-1884.4444,70210.0,-1.0268
2501,利源精制,2018,4,2018-10-31,-80000.0,-9900.0,-7.0808
2502,骅威文化,2016,2,2016-08-15,32304.053,36302.618,-0.1101
2502,骅威文化,2016,4,2017-02-28,31917.7295,32883.1019,-0.0294
2502,骅威文化,2017,1,2017-03-29,36575.9715,39838.9689,-0.0819
2502,骅威文化,2017,2,2017-08-23,35714.1931,37720.7626,-0.0532
2502,骅威文化,2017,4,2018-02-01,36187.3238,35216.6667,0.0276
2502,骅威文化,2018,4,2019-04-25,-127690.0785,-120438.0307,-0.0602
2503,搜于特,2016,1,2016-04-26,45060.7143,41529.7368,0.085
2503,搜于特,2016,3,2016-08-09,44014.65,49233.6,-0.106
2503,搜于特,2016,4,2016-10-31,40734.71,44167.2174,-0.0777
2503,搜于特,2017,4,2017-03-24,80026.0,78492.0,0.0195
2503,搜于特,2018,1,2018-04-20,75086.6667,86157.1429,-0.1285
2503,搜于特,2018,2,2018-08-30,80200.0,66510.7407,0.2058
2503,搜于特,2018,4,2018-10-31,67411.17,73900.0,-0.0878
2503,搜于特,2019,2,2019-08-28,24050.0,30000.0,-0.1983
2503,搜于特,2019,4,2020-02-21,31726.1519,18100.0,0.7528
2504,*ST弘高,2016,3,2016-10-31,35911.3333,39602.0,-0.0932
2504,*ST弘高,2016,4,2017-02-28,41520.0679,37120.0,0.1185
2504,*ST弘高,2017,4,2018-04-14,-14842.7996,-15536.6777,0.0447
2504,弘高创意,2018,4,2019-04-24,757.0619,820.0395,-0.0768
2505,大康农业,2016,4,2016-10-29,8500.0,19190.0,-0.5571
2505,大康农业,2017,4,2018-02-28,7125.2913,7900.0,-0.0981
2505,大康农业,2019,4,2020-01-23,7500.0,9800.0,-0.2347
2506,协鑫集成,2016,3,2016-08-25,82844.1373,94517.7273,-0.1235
2506,协鑫集成,2016,4,2016-10-28,50000.0,80690.7,-0.3803
2506,协鑫集成,2017,2,2017-08-26,18892.4828,35818.0,-0.4725
2506,协鑫集成,2017,3,2017-10-28,11680.1067,19603.2,-0.4042
2506,协鑫集成,2017,4,2018-02-28,8056.66,35277.0,-0.7716
2506,协鑫集成,2018,4,2019-02-20,4158.99,2008.0,1.0712
2506,协鑫集成,2019,2,2019-08-31,10079.0,15231.0,-0.3383
2506,协鑫集成,2019,4,2020-04-15,5504.93,3400.0,0.6191
2507,涪陵榨菜,2016,3,2016-07-30,20459.4288,19168.1913,0.0674
2507,涪陵榨菜,2016,4,2017-01-23,23605.44,22196.7862,0.0635
2507,涪陵榨菜,2017,2,2017-04-22,31323.125,33909.8333,-0.0763
2507,涪陵榨菜,2017,3,2017-10-25,38423.9287,36131.1329,0.0635
2507,涪陵榨菜,2017,4,2018-02-28,41414.2244,38987.4787,0.0622
2507,涪陵榨菜,2018,1,2018-03-31,56713.54,54353.0545,0.0434
2507,涪陵榨菜,2018,2,2018-07-28,63078.7454,59323.7581,0.0633
2507,涪陵榨菜,2018,4,2019-02-27,66171.9638,64736.8081,0.0222
2507,涪陵榨菜,2019,2,2019-07-31,73174.6285,79807.7548,-0.0831
2507,涪陵榨菜,2019,3,2019-10-26,68047.0663,72959.4666,-0.0673
2507,涪陵榨菜,2019,4,2020-02-28,60514.1874,69325.5083,-0.1271
2508,老板电器,2016,4,2017-01-24,122763.7617,119494.0888,0.0274
2508,老板电器,2017,1,2017-04-26,165170.3174,158533.4097,0.0419
2508,老板电器,2017,4,2018-02-27,145034.5258,164058.107,-0.116
2508,老板电器,2018,2,2018-08-23,164839.5572,178613.0304,-0.0771
2508,老板电器,2018,3,2018-10-25,156282.8025,163384.9475,-0.0435
2508,老板电器,2018,4,2019-02-26,148102.5559,154936.0611,-0.0441
2508,老板电器,2019,2,2019-08-27,159489.9924,170099.3834,-0.0624
2508,老板电器,2019,4,2020-02-29,158213.3565,160122.221,-0.0119
2509,天广中茂,2016,1,2016-03-31,45820.0,18500.0,1.4768
2509,天广中茂,2016,4,2016-10-26,43675.1,76000.0,-0.4253
2509,天广中茂,2017,1,2017-04-27,100150.0,95000.0,0.0542
2509,天广中茂,2017,4,2017-10-26,63160.64,73950.0,-0.1459
2509,天广中茂,2018,4,2019-04-25,-44984.56,10697.2538,-5.2052
2510,天汽模,2016,1,2016-04-29,19734.4904,21075.1067,-0.0636
2510,天汽模,2016,3,2016-08-27,17825.5,20569.0,-0.1334
2510,天汽模,2016,4,2017-02-28,15143.37,16535.6667,-0.0842
2510,天汽模,2017,1,2017-04-26,18980.0,20100.0,-0.0557
2510,天汽模,2017,2,2017-08-28,17800.0,19300.0,-0.0777
2510,天汽模,2017,4,2017-10-21,16504.51,17800.0,-0.0728
2510,天汽模,2019,4,2020-04-28,8913.14,13033.29,-0.3161
2511,中顺洁柔,2016,1,2016-04-13,17512.5912,14102.956,0.2418
2511,中顺洁柔,2016,2,2016-04-26,18990.4889,16944.3187,0.1208
2511,中顺洁柔,2016,3,2016-10-12,23192.3503,22033.0036,0.0526
2511,中顺洁柔,2016,4,2016-10-26,24959.5,23192.3503,0.0762
2511,中顺洁柔,2017,1,2017-03-27,35668.4436,33610.0044,0.0612
2511,中顺洁柔,2017,4,2018-02-28,34899.6786,35177.1611,-0.0079
2511,中顺洁柔,2018,4,2019-02-28,40444.862,43498.4899,-0.0702
2511,中顺洁柔,2019,1,2019-04-19,52709.1798,50462.2037,0.0445
2511,中顺洁柔,2019,2,2019-08-06,58699.3651,55800.786,0.0519
2511,中顺洁柔,2019,4,2020-02-29,60691.3551,60579.8729,0.0018
2512,达华智能,2016,2,2016-04-27,38431.0748,36552.4766,0.0514
2512,达华智能,2016,4,2016-10-28,16741.54,32400.0,-0.4833
2512,达华智能,2017,4,2017-10-26,19888.91,21825.0,-0.0887
2512,达华智能,2018,4,2019-04-30,-174197.0492,-160583.2853,-0.0848
2512,达华智能,2019,4,2020-04-29,4962.4706,4646.0568,0.0681
2513,蓝丰生化,2016,4,2016-10-25,11500.0,14062.5,-0.1822
2513,蓝丰生化,2017,4,2018-01-31,10718.06,11887.0,-0.0983
2513,蓝丰生化,2019,4,2020-04-17,-51720.8003,-36713.5264,-0.4088
2514,宝馨科技,2016,2,2016-04-28,21494.6755,19716.8977,0.0902
2514,宝馨科技,2016,4,2016-10-28,5611.32,7800.0,-0.2806
2514,宝馨科技,2018,1,2018-01-27,21665.6,23080.0,-0.0613
2514,宝馨科技,2017,4,2018-02-28,3998.8875,3288.0,0.2162
2514,宝馨科技,2018,4,2019-02-28,9783.5238,12100.0,-0.1914
2514,宝馨科技,2019,4,2020-04-29,6629.7412,7871.2274,-0.1577
2515,金字火腿,2016,4,2016-10-19,2629.6,8802.0,-0.7012
2515,金字火腿,2017,2,2017-07-15,14300.0,10523.0,0.3589
2515,金字火腿,2017,4,2017-10-26,20400.0,14300.0,0.4266
2515,金字火腿,2018,4,2019-04-26,-842.9932,-990.0828,0.1486
2515,金字火腿,2019,4,2020-04-24,3354.5965,4070.3341,-0.1758
2516,旷达科技,2016,3,2016-08-26,33377.625,35487.8667,-0.0595
2516,旷达科技,2016,4,2017-02-25,30115.4143,32391.2,-0.0703
2516,旷达科技,2017,1,2017-04-28,35527.42,43235.686,-0.1783
2516,旷达科技,2017,4,2018-02-28,38205.6888,37488.0,0.0191
2516,旷达科技,2018,4,2018-10-23,34627.41,41098.0,-0.1574
2517,恺英网络,2016,2,2016-04-28,84788.6344,88715.882,-0.0443
2517,恺英网络,2016,4,2016-10-11,72000.0,92503.3362,-0.2216
2517,恺英网络,2017,1,2017-03-21,88330.0,94400.0,-0.0643
2517,恺英网络,2017,2,2017-08-28,116652.0992,89719.5582,0.3002
2517,恺英网络,2017,3,2017-10-30,161456.3333,121264.12,0.3314
