股票代码,公司简称,统计日期,发布时间,预告类型
2191,劲嘉股份,2016-12-31,2016-10-21,续盈
2191,劲嘉股份,2017-06-30,2017-06-08,略降
2191,劲嘉股份,2017-09-30,2017-08-19,续盈
2191,劲嘉股份,2017-12-31,2017-10-26,略增
2191,劲嘉股份,2018-03-31,2018-02-02,略增
2191,劲嘉股份,2018-06-30,2018-04-28,略增
2191,劲嘉股份,2018-09-30,2018-08-24,略增
2191,劲嘉股份,2018-12-31,2018-10-30,略增
2191,劲嘉股份,2019-03-31,2019-03-18,略增
2191,劲嘉股份,2019-06-30,2019-04-25,略增
2191,劲嘉股份,2019-09-30,2019-08-24,略增
2191,劲嘉股份,2019-12-31,2019-10-25,略增
2192,融捷股份,2016-03-31,2016-01-22,扭亏
2192,融捷股份,2016-06-30,2016-04-29,扭亏
2192,融捷股份,2016-09-30,2016-08-24,扭亏
2192,融捷股份,2016-12-31,2017-01-25,略减
2192,融捷股份,2017-03-31,2017-03-31,预减
2192,融捷股份,2017-06-30,2017-07-15,预减
2192,融捷股份,2018-03-31,2018-03-31,首亏
2192,融捷股份,2018-06-30,2018-07-14,首亏
2192,融捷股份,2018-09-30,2018-08-25,首亏
2192,融捷股份,2018-12-31,2019-02-27,首亏
2192,融捷股份,2019-03-31,2019-03-30,续亏
2192,融捷股份,2019-06-30,2019-04-23,续亏
2192,融捷股份,2019-09-30,2019-08-27,续亏
2192,融捷股份,2019-12-31,2020-01-23,续亏
2193,如意集团,2016-06-30,2016-04-26,续盈
2193,如意集团,2016-09-30,2016-08-23,预增
2193,如意集团,2016-12-31,2016-10-25,预增
2193,如意集团,2017-03-31,2017-03-31,预增
2193,如意集团,2017-06-30,2017-04-29,略增
2193,如意集团,2017-09-30,2017-08-22,续盈
2193,如意集团,2018-03-31,2018-03-27,预增
2193,如意集团,2018-06-30,2018-04-26,略增
2193,如意集团,2018-09-30,2018-08-06,预增
2193,如意集团,2018-12-31,2018-10-23,预增
2193,如意集团,2019-06-30,2019-07-12,预增
2193,如意集团,2019-12-31,2020-01-31,预减
2194,武汉凡谷,2016-06-30,2016-04-23,略减
2194,武汉凡谷,2016-09-30,2016-08-27,首亏
2194,武汉凡谷,2016-12-31,2016-10-28,首亏
2194,武汉凡谷,2017-03-31,2017-03-25,首亏
2194,武汉凡谷,2017-06-30,2017-04-26,首亏
2194,武汉凡谷,2017-09-30,2017-08-12,续亏
2194,武汉凡谷,2017-12-31,2017-10-30,续亏
2194,武汉凡谷,2018-03-31,2018-03-29,续亏
2194,武汉凡谷,2018-06-30,2018-04-26,续亏
2194,武汉凡谷,2018-09-30,2018-08-25,续亏
2194,武汉凡谷,2018-12-31,2018-10-31,扭亏
2194,武汉凡谷,2019-03-31,2019-03-27,扭亏
2194,武汉凡谷,2019-06-30,2019-04-25,扭亏
2194,武汉凡谷,2019-09-30,2019-08-10,扭亏
2195,二三四五,2016-06-30,2016-04-25,略增
2195,二三四五,2016-09-30,2016-08-24,略增
2195,二三四五,2016-12-31,2016-10-28,略增
2195,二三四五,2017-03-31,2017-03-10,预增
2195,二三四五,2017-06-30,2017-04-22,预增
2195,二三四五,2017-09-30,2017-08-18,预增
2195,二三四五,2017-12-31,2017-10-25,预增
2195,二三四五,2018-06-30,2018-04-20,略增
2195,二三四五,2018-09-30,2018-08-17,预增
2195,二三四五,2018-12-31,2018-10-25,预增
2195,二三四五,2019-03-31,2019-03-19,预增
2195,二三四五,2019-09-30,2019-08-15,略减
2195,二三四五,2019-12-31,2019-10-25,略减
2196,方正电机,2016-03-31,2016-03-15,预增
2196,方正电机,2016-06-30,2016-04-29,预增
2196,方正电机,2016-09-30,2016-08-18,预增
2196,方正电机,2016-12-31,2016-10-27,预增
2196,方正电机,2017-06-30,2017-04-25,略增
2196,方正电机,2017-09-30,2017-08-15,略增
2196,方正电机,2017-12-31,2017-10-30,略增
2196,方正电机,2018-06-30,2018-04-20,续盈
2196,方正电机,2018-09-30,2018-08-28,略减
2196,方正电机,2018-12-31,2019-01-15,首亏
2196,方正电机,2019-06-30,2019-04-29,预减
2196,方正电机,2019-09-30,2019-08-30,预减
2196,方正电机,2019-12-31,2020-01-22,扭亏
2197,证通电子,2016-06-30,2016-04-28,续盈
2197,证通电子,2016-09-30,2016-08-26,续盈
2197,证通电子,2016-12-31,2016-10-26,略增
2197,证通电子,2017-06-30,2017-04-27,续盈
2197,证通电子,2017-09-30,2017-08-24,续盈
2197,证通电子,2017-12-31,2017-10-21,续盈
2197,证通电子,2018-06-30,2018-07-12,预增
2197,证通电子,2018-09-30,2018-08-11,预增
2197,证通电子,2018-12-31,2019-01-31,预减
2197,证通电子,2019-12-31,2019-10-24,扭亏
2198,嘉应制药,2016-06-30,2016-04-28,略减
2198,嘉应制药,2016-09-30,2016-07-29,略减
2198,嘉应制药,2016-12-31,2016-10-21,略减
2198,嘉应制药,2017-06-30,2017-07-14,略减
2198,嘉应制药,2017-09-30,2017-08-15,略减
2198,嘉应制药,2018-06-30,2018-04-26,略增
2198,嘉应制药,2018-09-30,2018-08-18,略增
2198,嘉应制药,2018-12-31,2018-10-23,扭亏
2198,嘉应制药,2019-12-31,2020-01-23,首亏
2199,东晶电子,2016-03-31,2016-03-30,续亏
2199,东晶电子,2016-06-30,2016-04-28,续亏
2199,东晶电子,2016-09-30,2016-08-22,续亏
2199,东晶电子,2016-12-31,2017-01-17,扭亏
2199,东晶电子,2017-03-31,2017-02-28,扭亏
2199,东晶电子,2017-06-30,2017-04-27,减亏
2199,东晶电子,2017-12-31,2017-10-25,不确定
2199,东晶电子,2018-03-31,2018-03-30,首亏
2199,东晶电子,2018-06-30,2018-04-28,续亏
2199,东晶电子,2018-09-30,2018-08-30,续亏
2199,东晶电子,2018-12-31,2019-01-30,首亏
2199,东晶电子,2019-03-31,2019-03-29,续亏
2199,东晶电子,2019-06-30,2019-04-30,续亏
2199,东晶电子,2019-09-30,2019-08-31,扭亏
2199,东晶电子,2019-12-31,2019-10-25,扭亏
2200,ST云投,2016-03-31,2016-03-31,预减
2200,ST云投,2016-06-30,2016-07-15,预增
2200,ST云投,2016-09-30,2016-08-25,预增
2200,ST云投,2016-12-31,2016-10-27,预增
2200,ST云投,2017-03-31,2017-03-31,首亏
2200,ST云投,2017-06-30,2017-07-15,首亏
2200,ST云投,2017-09-30,2017-08-26,首亏
2200,ST云投,2018-03-31,2018-03-30,续亏
2200,ST云投,2018-06-30,2018-07-14,续亏
2200,ST云投,2018-09-30,2018-08-29,续亏
2200,ST云投,2018-12-31,2018-10-24,续亏
2200,ST云投,2019-03-31,2019-03-30,扭亏
2200,ST云投,2019-06-30,2019-04-25,扭亏
2200,ST云投,2019-09-30,2019-10-15,扭亏
2200,ST云投,2019-12-31,2020-01-31,扭亏
2201,正威新材,2016-06-30,2016-07-05,略减
2201,正威新材,2016-09-30,2016-08-25,略减
2201,正威新材,2016-12-31,2016-10-20,预减
2201,正威新材,2017-06-30,2017-04-28,略减
2201,正威新材,2017-09-30,2017-08-30,略减
2201,正威新材,2017-12-31,2017-10-24,略减
2201,正威新材,2018-06-30,2018-04-28,略增
2201,正威新材,2018-09-30,2018-08-27,略增
2201,正威新材,2018-12-31,2019-01-30,扭亏
2201,正威新材,2019-06-30,2019-08-02,略减
2202,金风科技,2016-03-31,2016-03-30,略增
2202,金风科技,2016-06-30,2016-04-29,略增
2202,金风科技,2016-09-30,2016-08-27,略增
2202,金风科技,2016-12-31,2016-10-29,略增
2202,金风科技,2017-03-31,2017-03-30,预减
2202,金风科技,2017-06-30,2017-07-15,略减
2202,金风科技,2017-09-30,2017-08-26,略增
2202,金风科技,2017-12-31,2017-10-27,略增
2202,金风科技,2018-06-30,2018-04-26,略增
2202,金风科技,2018-09-30,2018-08-25,略增
2202,金风科技,2018-12-31,2018-10-27,略增
2203,海亮股份,2016-06-30,2016-04-29,略增
2203,海亮股份,2016-09-30,2016-08-26,略增
2203,海亮股份,2016-12-31,2016-10-28,略增
2203,海亮股份,2017-06-30,2017-04-28,略增
2203,海亮股份,2017-09-30,2017-08-28,略增
2203,海亮股份,2017-12-31,2017-10-30,略增
2203,海亮股份,2018-06-30,2018-04-27,略增
2203,海亮股份,2018-09-30,2018-08-14,略增
2203,海亮股份,2018-12-31,2018-10-18,略增
2204,大连重工,2016-06-30,2016-04-29,预增
2204,大连重工,2016-09-30,2016-08-26,预增
2204,大连重工,2016-12-31,2016-10-28,略增
2204,大连重工,2017-06-30,2017-04-29,预减
2204,大连重工,2017-09-30,2017-08-30,预减
2204,大连重工,2017-12-31,2017-10-27,略减
2204,大连重工,2018-03-31,2018-03-31,首亏
2204,大连重工,2018-06-30,2018-07-14,首亏
2204,大连重工,2018-09-30,2018-08-22,首亏
2204,大连重工,2018-12-31,2018-10-30,略减
2204,大连重工,2019-03-31,2019-03-30,扭亏
2204,大连重工,2019-06-30,2019-07-13,扭亏
2204,大连重工,2019-09-30,2019-10-15,扭亏
2204,大连重工,2019-12-31,2020-01-11,预增
2205,国统股份,2016-03-31,2016-03-25,续亏
2205,国统股份,2016-06-30,2016-07-15,首亏
2205,国统股份,2016-09-30,2016-08-19,续亏
2205,国统股份,2016-12-31,2016-12-27,扭亏
2205,国统股份,2017-03-31,2017-03-24,续亏
2205,国统股份,2017-06-30,2017-04-25,减亏
2205,国统股份,2017-09-30,2017-08-19,扭亏
2205,国统股份,2018-03-31,2018-03-30,续亏
2205,国统股份,2018-06-30,2018-04-20,续亏
2205,国统股份,2018-09-30,2018-08-18,首亏
2205,国统股份,2018-12-31,2019-01-31,预减
2205,国统股份,2019-03-31,2019-03-28,续亏
2205,国统股份,2019-06-30,2019-07-15,续亏
2205,国统股份,2019-09-30,2019-08-24,扭亏
2205,国统股份,2019-12-31,2019-10-24,续盈
2206,海利得,2016-03-31,2016-03-24,略增
2206,海利得,2016-06-30,2016-04-20,略增
2206,海利得,2016-09-30,2016-08-24,略增
2206,海利得,2016-12-31,2016-10-28,预增
2206,海利得,2017-03-31,2017-03-28,略增
2206,海利得,2017-06-30,2017-04-27,略增
2206,海利得,2017-09-30,2017-08-17,略增
2206,海利得,2017-12-31,2017-10-26,略增
2206,海利得,2018-03-31,2018-03-20,续盈
2206,海利得,2018-06-30,2018-04-28,略增
2206,海利得,2018-09-30,2018-08-07,略增
2206,海利得,2018-12-31,2018-10-26,略增
2206,海利得,2019-03-31,2019-04-08,略增
2207,准油股份,2016-03-31,2016-03-31,续亏
2207,准油股份,2016-06-30,2016-07-15,续亏
2207,准油股份,2016-09-30,2016-08-22,续亏
2207,准油股份,2016-12-31,2017-01-26,扭亏
2207,准油股份,2017-03-31,2017-04-15,扭亏
2207,准油股份,2017-06-30,2017-04-27,扭亏
2207,准油股份,2017-09-30,2017-08-25,扭亏
2207,准油股份,2018-03-31,2018-03-31,首亏
2207,准油股份,2018-06-30,2018-07-14,首亏
2207,准油股份,2018-09-30,2018-08-29,首亏
2207,准油股份,2018-12-31,2019-01-31,首亏
2207,准油股份,2019-03-31,2019-03-30,续亏
2207,准油股份,2019-06-30,2019-04-25,续亏
2207,准油股份,2019-09-30,2019-08-30,续亏
2207,准油股份,2019-12-31,2020-01-17,扭亏
2208,合肥城建,2016-06-30,2016-04-22,扭亏
2208,合肥城建,2016-09-30,2016-08-25,扭亏
2208,合肥城建,2016-12-31,2016-10-28,续盈
2208,合肥城建,2017-06-30,2017-04-21,预减
2208,合肥城建,2017-09-30,2017-08-23,预减
2208,合肥城建,2017-12-31,2017-10-24,续盈
2208,合肥城建,2018-03-31,2018-03-30,预减
2208,合肥城建,2018-06-30,2018-07-14,预增
2208,合肥城建,2018-09-30,2018-08-08,预增
2208,合肥城建,2018-12-31,2018-10-24,预增
2209,达意隆,2016-06-30,2016-04-29,首亏
2209,达意隆,2016-09-30,2016-08-10,续亏
2209,达意隆,2016-12-31,2016-10-22,首亏
2209,达意隆,2017-06-30,2017-04-25,减亏
2209,达意隆,2017-09-30,2017-08-25,续亏
2209,达意隆,2018-06-30,2018-04-28,扭亏
2209,达意隆,2018-09-30,2018-08-28,续亏
2209,达意隆,2018-12-31,2018-10-22,预减
2209,达意隆,2019-03-31,2019-03-29,首亏
2209,达意隆,2019-06-30,2019-04-29,首亏
2209,达意隆,2019-09-30,2019-10-15,续亏
2209,达意隆,2019-12-31,2020-01-21,首亏
2210,飞马国际,2016-06-30,2016-04-16,略增
2210,飞马国际,2016-09-30,2016-08-18,略增
2210,飞马国际,2016-12-31,2017-01-26,预增
2210,飞马国际,2017-06-30,2017-04-29,略增
2210,飞马国际,2017-09-30,2017-07-28,略增
2210,飞马国际,2017-12-31,2017-10-31,预减
2210,飞马国际,2018-06-30,2018-04-28,略增
2210,飞马国际,2018-09-30,2018-07-31,续盈
2210,飞马国际,2018-12-31,2019-01-30,首亏
2210,飞马国际,2019-03-31,2019-03-30,首亏
2210,飞马国际,2019-06-30,2019-07-15,首亏
2210,飞马国际,2019-09-30,2019-08-30,首亏
2210,飞马国际,2019-12-31,2019-10-30,续亏
2211,宏达新材,2016-03-31,2016-03-31,首亏
2211,宏达新材,2016-06-30,2016-07-15,减亏
2211,宏达新材,2016-09-30,2016-10-15,减亏
2211,宏达新材,2016-12-31,2017-01-21,扭亏
2211,宏达新材,2017-03-31,2017-04-19,扭亏
2211,宏达新材,2017-06-30,2017-04-26,扭亏
2211,宏达新材,2017-09-30,2017-08-24,扭亏
2211,宏达新材,2018-03-31,2018-03-30,预减
2211,宏达新材,2018-06-30,2018-04-24,预减
2211,宏达新材,2018-09-30,2018-08-28,略减
2211,宏达新材,2018-12-31,2018-10-24,略减
2211,宏达新材,2019-06-30,2019-04-24,预减
2211,宏达新材,2019-09-30,2019-08-29,预减
2211,宏达新材,2019-12-31,2020-01-22,首亏
2212,天融信,2016-06-30,2016-07-15,预增
2212,天融信,2016-09-30,2016-10-14,预增
2212,天融信,2016-12-31,2016-10-28,略增
2212,天融信,2017-03-31,2017-04-14,首亏
2212,天融信,2017-06-30,2017-07-15,首亏
2212,天融信,2017-09-30,2017-08-29,预减
2212,天融信,2018-03-31,2018-03-31,续亏
2212,天融信,2018-06-30,2018-04-28,不确定
2212,天融信,2018-09-30,2018-10-13,续盈
2212,天融信,2018-12-31,2018-10-31,略增
2212,天融信,2019-03-31,2019-03-30,续亏
2212,天融信,2019-06-30,2019-07-13,首亏
2212,天融信,2019-09-30,2019-10-12,首亏
2213,大为股份,2016-06-30,2016-04-29,续盈
2213,大为股份,2016-09-30,2016-08-16,续盈
2213,大为股份,2016-12-31,2016-10-28,预减
2213,大为股份,2017-03-31,2017-03-30,首亏
2213,大为股份,2017-06-30,2017-04-28,预减
2213,大为股份,2017-09-30,2017-08-23,略减
2213,大为股份,2017-12-31,2017-10-27,略增
2213,大为股份,2018-03-31,2018-03-30,续亏
2213,大为股份,2018-06-30,2018-07-09,预增
2213,大为股份,2018-09-30,2018-08-23,预减
2213,大为股份,2018-12-31,2019-01-30,预减
2213,大为股份,2019-03-31,2019-03-29,续亏
2213,大为股份,2019-06-30,2019-07-15,首亏
2213,大为股份,2019-09-30,2019-10-12,首亏
2213,大为股份,2019-12-31,2020-01-22,预增
2214,大立科技,2016-06-30,2016-04-19,续盈
2214,大立科技,2016-09-30,2016-07-30,续盈
2214,大立科技,2016-12-31,2016-10-25,续盈
2214,大立科技,2017-06-30,2017-04-22,续盈
2214,大立科技,2017-09-30,2017-08-25,续盈
2214,大立科技,2017-12-31,2017-10-24,续盈
2214,大立科技,2018-06-30,2018-04-24,略增
2214,大立科技,2018-09-30,2018-08-11,略增
2214,大立科技,2018-12-31,2019-01-24,预增
2214,大立科技,2019-03-31,2019-03-26,预增
2214,大立科技,2019-06-30,2019-04-26,预增
2214,大立科技,2019-09-30,2019-08-10,预增
2214,大立科技,2019-12-31,2019-10-31,预增
2215,诺普信,2016-06-30,2016-07-13,预减
2215,诺普信,2016-09-30,2016-08-10,首亏
2215,诺普信,2016-12-31,2016-10-28,首亏
2215,诺普信,2017-06-30,2017-04-29,扭亏
2215,诺普信,2017-09-30,2017-08-23,扭亏
2215,诺普信,2018-06-30,2018-04-27,略增
2215,诺普信,2018-09-30,2018-08-23,略增
2215,诺普信,2018-12-31,2018-10-26,略增
2216,三全食品,2016-06-30,2016-04-27,略增
2216,三全食品,2016-09-30,2016-08-26,续盈
2216,三全食品,2016-12-31,2016-10-26,续盈
2216,三全食品,2017-06-30,2017-04-25,略增
2216,三全食品,2017-09-30,2017-08-25,略增
2216,三全食品,2017-12-31,2017-10-26,预增
2216,三全食品,2018-06-30,2018-04-26,略增
2216,三全食品,2018-09-30,2018-08-16,略增
2216,三全食品,2018-12-31,2018-10-20,预增
2216,三全食品,2019-12-31,2019-12-20,预增
2217,合力泰,2016-03-31,2016-03-30,预增
2217,合力泰,2016-06-30,2016-04-28,预增
2217,合力泰,2016-09-30,2016-08-23,预增
2217,合力泰,2016-12-31,2017-01-20,预增
2217,合力泰,2017-03-31,2017-03-16,预增
2217,合力泰,2017-06-30,2017-04-28,预增
2217,合力泰,2017-09-30,2017-08-22,预增
2217,合力泰,2018-03-31,2018-02-26,预增
2217,合力泰,2018-06-30,2018-04-28,预增
2217,合力泰,2018-09-30,2018-08-28,略增
2217,合力泰,2018-12-31,2018-10-23,略增
2217,合力泰,2019-03-31,2019-03-29,略减
2218,拓日新能,2016-03-31,2016-03-31,预增
2218,拓日新能,2016-06-30,2016-04-28,预增
2218,拓日新能,2016-09-30,2016-08-25,预增
2218,拓日新能,2016-12-31,2016-10-24,预增
2218,拓日新能,2017-06-30,2017-04-26,预增
2218,拓日新能,2017-09-30,2017-08-22,预增
2218,拓日新能,2017-12-31,2017-10-23,略增
2218,拓日新能,2018-03-31,2018-04-18,预减
2218,拓日新能,2018-06-30,2018-04-25,略减
2218,拓日新能,2018-09-30,2018-08-28,略减
2218,拓日新能,2018-12-31,2018-10-23,预减
2219,*ST恒康,2016-06-30,2016-04-29,预增
2219,*ST恒康,2016-09-30,2016-08-29,略增
2219,*ST恒康,2016-12-31,2016-10-28,略增
2219,*ST恒康,2017-06-30,2017-04-28,略增
2219,*ST恒康,2017-09-30,2017-08-22,略增
2219,*ST恒康,2018-06-30,2018-07-14,预减
2219,*ST恒康,2018-09-30,2018-08-24,首亏
2219,*ST恒康,2018-12-31,2018-10-25,首亏
2219,*ST恒康,2019-06-30,2019-07-13,首亏
2219,*ST恒康,2019-09-30,2019-10-15,续亏
2219,*ST恒康,2019-12-31,2020-01-22,续亏
2220,天宝退,2016-06-30,2016-04-28,略增
2220,天宝退,2016-09-30,2016-08-27,略增
2220,天宝退,2016-12-31,2016-10-28,略增
2220,天宝退,2017-06-30,2017-04-18,略增
2220,天宝退,2017-09-30,2017-08-09,略减
2220,天宝退,2017-12-31,2017-10-21,略减
2220,天宝退,2018-03-31,2018-03-31,预减
2220,天宝退,2018-06-30,2018-04-28,预减
2220,天宝退,2018-09-30,2018-08-29,预减
2220,天宝退,2018-12-31,2019-01-31,首亏
2220,天宝退,2019-03-31,2019-03-30,首亏
2220,天宝退,2019-06-30,2019-07-13,首亏
2220,天宝退,2019-09-30,2019-10-15,首亏
2220,天宝退,2019-12-31,2020-04-28,续亏
2221,东华能源,2016-03-31,2016-03-28,预增
2221,东华能源,2016-06-30,2016-07-13,预增
2221,东华能源,2016-09-30,2016-09-28,预增
2221,东华能源,2016-12-31,2016-10-27,略增
2221,东华能源,2017-03-31,2017-02-25,预增
2221,东华能源,2017-06-30,2017-04-28,预增
2221,东华能源,2017-09-30,2017-08-15,预增
2221,东华能源,2017-12-31,2017-10-25,预增
2221,东华能源,2018-03-31,2018-03-27,预增
2221,东华能源,2018-06-30,2018-04-26,预增
2221,东华能源,2018-09-30,2018-08-22,略增
2221,东华能源,2018-12-31,2018-10-27,略增
2221,东华能源,2019-03-31,2019-03-30,略增
2221,东华能源,2019-06-30,2019-07-13,续盈
2221,东华能源,2019-09-30,2019-10-14,略增
2221,东华能源,2019-12-31,2020-01-23,略增
2222,福晶科技,2016-06-30,2016-04-16,略增
2222,福晶科技,2016-09-30,2016-08-20,略增
2222,福晶科技,2016-12-31,2016-10-28,预增
2222,福晶科技,2017-03-31,2017-03-29,预增
2222,福晶科技,2017-06-30,2017-04-22,预增
2222,福晶科技,2017-09-30,2017-08-19,预增
2222,福晶科技,2017-12-31,2017-10-28,预增
2222,福晶科技,2018-06-30,2018-04-27,略增
2222,福晶科技,2018-09-30,2018-08-18,略增
2222,福晶科技,2018-12-31,2018-10-27,略增
2223,鱼跃医疗,2016-06-30,2016-04-14,略增
2223,鱼跃医疗,2016-09-30,2016-07-29,略增
2223,鱼跃医疗,2016-12-31,2016-10-26,略增
2223,鱼跃医疗,2017-06-30,2017-07-15,略增
2223,鱼跃医疗,2017-09-30,2017-08-22,略增
2223,鱼跃医疗,2017-12-31,2017-10-21,略增
2223,鱼跃医疗,2018-06-30,2018-04-21,略增
2223,鱼跃医疗,2018-09-30,2018-08-11,略增
2223,鱼跃医疗,2018-12-31,2018-10-20,略增
2224,三力士,2016-06-30,2016-04-27,略增
2224,三力士,2016-09-30,2016-08-18,续盈
2224,三力士,2016-12-31,2016-10-28,续盈
2224,三力士,2017-06-30,2017-04-27,略增
2224,三力士,2017-09-30,2017-07-26,续盈
2224,三力士,2017-12-31,2017-10-30,续盈
2224,三力士,2018-06-30,2018-04-25,略增
2224,三力士,2018-09-30,2018-08-20,续盈
2224,三力士,2018-12-31,2019-01-29,略减
2224,三力士,2019-12-31,2019-10-25,预增
2225,濮耐股份,2016-06-30,2016-04-28,略减
2225,濮耐股份,2016-09-30,2016-08-18,略减
2225,濮耐股份,2016-12-31,2017-01-14,首亏
2225,濮耐股份,2017-06-30,2017-04-21,略增
